GOTOES_CSV,timestamp,position_lat,position_long,altitude,heart_rate,cadence,distance,speed,power,compressed_speed_distance,grade,resistance,time_from_course,cycle_length,temperature,,,,speed_1s,cycles,total_cycles,,,,,,,,,compressed_accumulated_power,accumulated_power,left_right_balance,gps_accuracy,vertical_speed,calories,,,,,,vertical_oscillation,stance_time_percent,stance_time,activity_type,left_torque_effectiveness,right_torque_effectiveness,left_pedal_smoothness,right_pedal_smoothness,combined_pedal_smoothness,time128,stroke_type,zone,ball_speed,cadence256,fractional_cadence,total_hemoglobin_conc,total_hemoglobin_conc_min,total_hemoglobin_conc_max,saturated_hemoglobin_percent,saturated_hemoglobin_percent_min,saturated_hemoglobin_percent_max,,unknown61,device_index,,,,unknown66,left_pco,right_pco,left_power_phase,left_power_phase_peak,right_power_phase,right_power_phase_peak,enhanced_speed,,,,,enhanced_altitude,,,battery_soc,motor_power,vertical_ratio,stance_time_balance,step_length,,,,,,absolute_pressure,depth,next_stop_depth,next_stop_time,time_to_surface,ndl_time,cns_load,n2_load,,,,,,,,,,,,,,,,grit,flow,,ebike_travel_range,ebike_battery_level,ebike_assist_mode,ebike_assist_level_percent
,2022-03-04T03:33:19,-34.5695770,-58.4887278,127.2,98,72,45.36,13.637,76,,,,,,23,,,,,,,,,,,,,,,,740,162,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:20,-34.5695646,-58.4887001,127.2,98,73,48.06,13.169,67,,,,,,23,,,,,,,,,,,,,,,,807,175,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:21,-34.5695476,-58.4886758,127.6,99,73,50.94,12.866,74,,,,,,23,,,,,,,,,,,,,,,,881,177,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3050,,,,,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:22,-34.5695308,-58.4886493,127.2,99,42,53.92,13.000,66,,,,,,23,,,,,,,,,,,,,,,,947,186,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:23,-34.5695156,-58.4886189,127.2,99,73,57.05,13.370,38,,,,,,23,,,,,,,,,,,,,,,,985,170,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:24,-34.5694901,-58.4885915,127.2,100,75,60.83,14.544,59,,,,,,23,,,,,,,,,,,,,,,,1044,169,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:25,-34.5694591,-58.4885671,127.2,100,76,64.93,15.887,62,,,,,,23,,,,,,,,,,,,,,,,1106,176,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:26,-34.5694292,-58.4885410,127.2,100,76,69.02,15.451,58,,,,,,23,,,,,,,,,,,,,,,,1164,167,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:27,-34.5693945,-58.4885255,127.2,100,76,73.12,14.746,72,,,,,,23,,,,,,,,,,,,,,,,1236,174,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:28,-34.5693511,-58.4885082,127.2,100,78,78.19,17.870,69,,,,,,23,,,,,,,,,,,,,,,,1305,172,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:29,-34.5693170,-58.4884862,127.6,101,77,82.44,18.443,66,,,,,,23,,,,,,,,,,,,,,,,1371,169,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3050,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:30,-34.5692768,-58.4884661,127.6,101,78,87.26,17.737,52,,,,,,23,,,,,,,,,,,,,,,,1423,174,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3050,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:31,-34.5692366,-58.4884408,127.4,101,78,92.29,16.326,47,,,,,,23,,,,,,,,,,,,,,,,1470,174,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:32,-34.5691968,-58.4884122,127.4,101,78,97.43,16.258,47,,,,,,23,,,,,,,,,,,,,,,,1517,174,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:33,-34.5690942,-58.4883938,127.4,100,0,107.29,17.435,11,,,,,,23,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:34,-34.5690378,-58.4883623,127.4,100,0,113.79,15.584,0,,,,,,23,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:35,-34.5689943,-58.4883151,127.4,99,0,120.13,13.806,0,,,,,,23,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:36,-34.5689209,-58.4882594,127.4,98,0,128.55,14.378,0,,,,,,23,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:37,-34.5689007,-58.4882001,127.4,96,0,134.41,13.403,0,,,,,,23,,,,,,,,,,,,,,,,1528,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:38,-34.5688739,-58.4881489,127.4,96,74,139.95,12.564,27,,,,,,23,,,,,,,,,,,,,,,,1555,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:39,-34.5688306,-58.4881077,127.6,95,71,145.80,12.730,111,,,,,,23,,,,,,,,,,,,,,,,1666,172,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:40,-34.5687963,-58.4880681,127.6,94,71,150.92,12.665,111,,,,,,23,,,,,,,,,,,,,,,,1777,172,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3049,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:41,-34.5687678,-58.4880137,127.4,94,36,156.82,12.766,85,,,,,,23,,,,,,,,,,,,,,,,1862,133,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3048,,,,,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:42,-34.5687253,-58.4879775,127.4,94,74,161.74,13.907,49,,,,,,23,,,,,,,,,,,,,,,,1911,184,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3048,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:43,-34.5687057,-58.4879336,127.4,95,74,166.29,13.169,79,,,,,,23,,,,,,,,,,,,,,,,1990,184,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3048,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:44,-34.5686731,-58.4878883,127.2,95,0,171.75,13.536,39,,,,,,23,,,,,,,,,,,,,,,,2029,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3047,,,,,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:45,-34.5686323,-58.4878512,127.4,96,0,177.28,13.975,0,,,,,,23,,,,,,,,,,,,,,,,2029,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3047,,,,,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:46,-34.5685789,-58.4878174,127.4,96,0,183.75,14.713,0,,,,,,23,,,,,,,,,,,,,,,,2029,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3047,,,,,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:47,-34.5685394,-58.4877772,127.4,97,0,189.30,14.915,0,,,,,,23,,,,,,,,,,,,,,,,2029,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3047,,,,,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:48,-34.5685109,-58.4877346,127.2,97,0,194.28,13.471,0,,,,,,23,,,,,,,,,,,,,,,,2029,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:49,-34.5684774,-58.4876802,127.2,97,66,200.35,13.838,31,,,,,,23,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:50,-34.5684631,-58.4876302,127.2,96,78,205.20,13.975,62,,,,,,23,,,,,,,,,,,,,,,,2122,170,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:51,-34.5684550,-58.4875762,127.2,95,79,210.22,13.370,99,,,,,,23,,,,,,,,,,,,,,,,2221,164,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:52,-34.5684449,-58.4875199,127.2,95,83,215.47,13.838,63,,,,,,23,,,,,,,,,,,,,,,,2284,167,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:53,-34.5684302,-58.4874730,127.2,95,83,219.96,13.100,54,,,,,,23,,,,,,,,,,,,,,,,2338,167,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:54,-34.5683763,-58.4874333,127.2,94,0,225.14,13.234,27,,,,,,23,,,,,,,,,,,,,,,,2365,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:55,-34.5683285,-58.4873950,127.2,94,0,230.97,12.931,31,,,,,,23,,,,,,,,,,,,,,,,2365,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3046,,,,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:56,-34.5683107,-58.4873626,127.2,95,0,234.54,11.758,31,,,,,,23,,,,,,,,,,,,,,,,2365,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3045,,,,,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:57,-34.5682893,-58.4873386,127.2,95,82,237.75,9.943,32,,,,,,23,,,,,,,,,,,,,,,,2459,180,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3045,,,,,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:58,-34.5682706,-58.4873192,127.2,95,80,240.48,9.137,81,,,,,,23,,,,,,,,,,,,,,,,2540,184,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3045,,,,,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:33:59,-34.5682499,-58.4873054,127.0,95,82,243.10,7.758,70,,,,,,23,,,,,,,,,,,,,,,,2610,166,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3044,,,,,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:00,-34.5682245,-58.4872887,127.0,95,85,246.29,8.532,65,,,,,,23,,,,,,,,,,,,,,,,2675,168,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3044,,,,,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:01,-34.5681960,-58.4872647,127.2,95,86,250.14,10.246,49,,,,,,23,,,,,,,,,,,,,,,,2724,168,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3044,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:02,-34.5681345,-58.4872208,127.2,94,80,257.95,14.947,42,,,,,,23,,,,,,,,,,,,,,,,2766,143,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3044,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:03,-34.5680888,-58.4871587,127.2,94,74,265.53,15.955,39,,,,,,23,,,,,,,,,,,,,,,,2805,181,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3044,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:04,-34.5680594,-58.4871169,127.2,94,81,270.52,14.846,47,,,,,,23,,,,,,,,,,,,,,,,2852,180,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3044,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:05,-34.5680371,-58.4870779,127.0,94,80,274.85,13.637,61,,,,,,23,,,,,,,,,,,,,,,,2913,183,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3043,,,,,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:06,-34.5680164,-58.4870399,127.0,94,33,279.02,13.169,48,,,,,,23,,,,,,,,,,,,,,,,2961,137,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3043,,,,,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:07,-34.5679935,-58.4870035,127.0,93,82,283.21,11.758,13,,,,,,23,,,,,,,,,,,,,,,,2974,185,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3043,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:08,-34.5679672,-58.4869488,126.8,94,78,288.97,13.370,55,,,,,,23,,,,,,,,,,,,,,,,3029,173,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3042,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:09,-34.5679511,-58.4869115,127.0,94,75,292.82,11.488,75,,,,,,23,,,,,,,,,,,,,,,,3104,161,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3042,,,,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:10,-34.5679321,-58.4868736,126.8,94,80,296.87,10.012,76,,,,,,23,,,,,,,,,,,,,,,,3180,172,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3041,,,,,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:11,-34.5679152,-58.4868375,126.6,94,80,300.65,10.613,76,,,,,,23,,,,,,,,,,,,,,,,3256,172,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3040,,,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:12,-34.5678921,-58.4868120,126.6,95,0,304.12,9.306,38,,,,,,23,,,,,,,,,,,,,,,,3294,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3040,,,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:13,-34.5678588,-58.4867824,126.6,96,0,308.69,11.354,6,,,,,,23,,,,,,,,,,,,,,,,3294,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3040,,,,,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:14,-34.5678386,-58.4867556,126.4,96,84,312.02,10.883,7,,,,,,23,,,,,,,,,,,,,,,,3307,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3038,,,,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:15,-34.5678181,-58.4867092,126.4,95,82,316.82,11.520,53,,,,,,23,,,,,,,,,,,,,,,,3360,178,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3038,,,,,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:16,-34.5678133,-58.4866577,126.4,95,84,321.58,12.798,61,,,,,,23,,,,,,,,,,,,,,,,3421,180,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3038,,,,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:17,-34.5678196,-58.4866062,126.2,95,84,326.35,14.411,47,,,,,,23,,,,,,,,,,,,,,,,3468,175,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3037,,,,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:18,-34.5678173,-58.4865534,126.2,94,84,331.16,11.891,45,,,,,,23,,,,,,,,,,,,,,,,3513,184,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3037,,,,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:19,-34.5678164,-58.4865222,126.0,94,86,334.03,9.371,44,,,,,,23,,,,,,,,,,,,,,,,3557,180,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3036,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2022-03-04T03:34:20,-34.5678029,-58.4864930,126.0,94,84,337.04,9.068,45,,,,,,23,,,,,,,,,,,,,,,,3602,162,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,3036,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
